,study_ID,site_ID,state,rye_planting_date,rye_sampling_date,growing_days,N_rate_fall.kg_ha,N_rate_spring.kg_ha,zone,GS0_20avgTmin,GS0_20avgTmax,GS0_20avgTavg,GS0_20avgSrad,GS0_20cRain,GS0_20cGDD,GS20_30avgTmin,GS20_30avgTmax,GS20_30avgTavg,GS20_30avgSrad,GS20_30cRain,GS20_30cGDD,GS30_40avgTmin,GS30_40avgTmax,GS30_40avgTavg,GS30_40avgSrad,GS30_40cRain,GS30_40cGDD,GS40_50avgTmin,GS40_50avgTmax,GS40_50avgTavg,GS40_50avgSrad,GS40_50cRain,GS40_50cGDD,GS50avgTmin,GS50avgTmax,GS50avgTavg,GS50avgSrad,GS50cRain,GS50cGDD,FallcumGDD,SpringcumGDD,TotalcumGDD,OM (%/100),Sand,Silt,Clay,awc,legume_preceding,planting_method,cn_ratio_mean,cn_ratio_std,cn_ratio_count,biomass_mean,biomass_mean_std,biomass_count
216,8,7,NC,10/24/11,3/19/12,147,33.63,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,16.4905,,1,3109.675,,1
217,8,7,NC,10/24/11,5/21/12,210,33.63,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,65.53775,,1,10179.775,,1
218,8,7,NC,10/24/11,2/28/12,127,67.26,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,3088.975,,1
219,8,7,NC,10/24/11,3/19/12,147,67.26,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,25.426,,1,3281.5,,1
220,8,7,NC,10/24/11,5/21/12,210,67.26,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,91.10825,,1,10868.75,,1
221,8,7,NC,10/24/11,2/28/12,127,67.26,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,3114.975,,1
222,8,7,NC,10/24/11,3/19/12,147,67.26,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,19.295,,1,3846.325,,1
223,8,7,NC,10/24/11,5/21/12,210,67.26,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,66.27725,,1,9510.5,,1
224,8,7,NC,10/24/11,2/28/12,127,67.26,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,2930.1,,1
225,8,7,NC,10/24/11,3/19/12,147,67.26,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,15.3465,,1,3965.55,,1
226,8,7,NC,10/24/11,5/21/12,210,67.26,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,50.182,,1,9219.15,,1
227,8,7,NC,10/24/11,2/28/12,127,100.89,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,3423.7,,1
228,8,7,NC,10/24/11,3/19/12,147,100.89,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,23.20725,,1,3805.025,,1
229,8,7,NC,10/24/11,5/21/12,210,100.89,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,72.36425,,1,12542,,1
230,8,7,NC,10/24/11,2/28/12,127,100.89,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,2905.325,,1
231,8,7,NC,10/24/11,3/19/12,147,100.89,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,18.41,,1,4197.25,,1
232,8,7,NC,10/24/11,5/21/12,210,100.89,33.63,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,52.078,,1,10670.625,,1
233,8,7,NC,10/24/11,2/28/12,127,100.89,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,2783.725,,1
234,8,7,NC,10/24/11,3/19/12,147,100.89,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,17.1465,,1,4383.225,,1
235,8,7,NC,10/24/11,5/21/12,210,100.89,67.26,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,47.48275,,1,10396.35,,1
236,8,7,NC,10/24/11,2/28/12,127,0,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,-0.94,13.43,6.24,12.14,41.76,61.885,,,,,,,,,,,,,,,,,,,353.37,76.61,503.26,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,,,0,1190.75,,1
237,8,7,NC,10/24/11,3/19/12,147,0,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,11.25,25.79,18.52,16.01,0,28.245,,,,,,,,,,,,,353.37,243.285,669.935,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,24.15075,,1,1555.775,,1
238,8,7,NC,10/24/11,5/21/12,210,0,0,7b,1.36,15.41,8.39,8.65,323.94,441.38,1.16,16.11,8.64,13.49,62.64,200.315,10.57,24.91,17.74,15.4,64.14,200.125,7.29,22.91,15.1,18.24,41.92,192.625,11.99,24.89,18.44,19.22,141.92,448.575,353.37,1056.355,1483.005,0.0085,0.2694,0.3306,0.4,0.14,no,Drilled,80.066,,1,6639.775,,1
239,9,8,MN,10/1/14,5/27/15,238,0,100,4a,-10.44,0.67,-4.88,8.27,68.03,188,1.49,17.53,9.51,19.76,12.64,98.18,4.07,15.04,9.55,15.74,69.58,91,7.11,24.32,15.71,25.26,2.77,90.5,,,,,,,123.01,344.665,467.675,0.0357,0.6328,0.2574,0.1098,0.1771,no,Drilled,,,0,1598.891905,444.6045254,14
240,9,8,MN,10/1/15,5/6/16,218,0,100,4a,-6.76,3.02,-1.87,8.42,168.04,220.76,3.13,16.87,10,21.2,19.94,95.165,9.69,23.5,16.6,22.92,0,12.2,,,,,,,,,,,,,164.525,163.59,328.115,0.0357,0.6328,0.2574,0.1098,0.1771,no,Drilled,,,0,2946.158597,544.6804048,19
241,9,8,MN,10/1/15,5/30/16,242,0,100,4a,-6.76,3.02,-1.87,8.42,168.04,220.76,3.13,16.87,10,21.2,19.94,95.165,4.51,18.05,11.28,21.75,2.94,83.13,10.54,26.45,18.5,23.3,19.85,84.58,12.78,23.78,18.28,15.69,76.19,97.16,164.525,416.26,580.785,0.0357,0.6328,0.2574,0.1098,0.1771,no,Drilled,,,0,11214.96333,1819.389928,19
242,9,9,MN,10/1/14,4/27/15,208,0,0,4b,-7.97,2.58,-2.69,8.37,90.32,238.19,1.45,16.51,8.98,17.74,19.19,83.25,1.95,15.33,8.64,18.65,9.65,47.785,,,,,,,,,,,,,173.5,189.25,369.23,0.0454,0.3442,0.3746,0.2812,0.1946,no,Drilled,,,0,796.8791111,170.8204579,15
243,9,9,MN,10/1/14,5/22/15,233,0,0,4b,-7.97,2.58,-2.69,8.37,90.32,238.19,1.45,16.51,8.98,17.74,19.19,83.25,2.94,17.75,10.34,20.61,10.05,96.235,7.02,19.14,13.08,18.14,31.58,86.79,6.63,18.78,12.71,18.78,42.85,83.06,173.5,407.545,587.525,0.0454,0.3442,0.3746,0.2812,0.1946,no,Drilled,,,0,3324.074,567.667227,15
244,9,9,MN,10/1/15,4/22/16,204,0,0,4b,-5.02,4.52,-0.25,7.34,209.53,297.64,-0.48,11.54,5.53,15.75,53.81,93.28,9.56,18.59,14.07,14.14,26.75,58.025,,,,,,,,,,,,,273.615,174.14,448.94,0.0454,0.3442,0.3746,0.2812,0.1946,no,Drilled,,,0,1054.810526,151.125186,19
245,9,9,MN,10/1/15,5/17/16,229,0,0,4b,-5.02,4.52,-0.25,7.34,209.53,297.64,-0.48,11.54,5.53,15.75,53.81,93.28,8.93,18.81,13.87,14.68,49.38,94.725,4.61,18.21,11.41,20.27,33.46,84.665,5.84,16.05,10.94,17.97,32.16,58.9,273.615,354.395,629.195,0.0454,0.3442,0.3746,0.2812,0.1946,no,Drilled,,,0,3572.368246,245.1113796,19
246,9,10,MN,10/1/14,4/24/15,205,0,100,5a,-7.18,2.15,-2.52,8.56,158.79,217.5,4.15,16.11,10.13,17.8,27.14,76.255,,,,,,,,,,,,,,,,,,,149.935,140.84,293.765,0.0038,0.8881,0.0526,0.0593,0.0733,no,Drilled,,,0,1700.962619,445.1608477,14
247,9,10,MN,10/1/15,4/8/16,190,0,100,5a,-3.93,4.59,0.33,7.1,289.3,299.24,-0.23,7.96,3.86,12.4,66.79,29.88,,,,,,,,,,,,,,,,,,,266.895,60.575,329.12,0.0038,0.8881,0.0526,0.0593,0.0733,no,Drilled,,,0,2106.201403,341.6969175,19
248,9,10,MN,10/1/15,5/3/16,215,0,100,5a,-3.93,4.59,0.33,7.1,289.3,299.24,0.56,10.38,5.47,14.96,66.79,91.07,6.21,15.42,10.82,15.21,84.92,89.875,4.86,20.44,12.66,25.65,0,16.51,,,,,,,266.895,228.145,496.69,0.0038,0.8881,0.0526,0.0593,0.0733,no,Drilled,,,0,6625.458947,786.6035872,19
249,10,11,AL,11/3/10,3/23/11,140,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,0.6228,0.2112,0.166,0.132,no,Drilled,28.83536083,1.289917188,12,2573.666667,463.3774559,12
250,10,11,AL,11/7/11,3/21/12,135,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,0.6228,0.2112,0.166,0.132,no,Drilled,29.17830111,1.993718135,12,3847.611111,510.1047988,12
251,10,11,AL,11/9/12,3/25/13,136,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,0.6228,0.2112,0.166,0.132,no,Drilled,48.01197056,2.624027657,12,5158.166667,714.2681568,12
252,10,11,AL,12/16/13,3/27/14,101,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,0.6228,0.2112,0.166,0.132,no,Drilled,22.30170006,0.889540274,6,943.4333333,123.4887795,6
253,10,12,AL,10/26/11,3/19/12,145,34,0,8a,2.97,15.11,9.04,8.34,550.97,487.97,2.94,15.91,9.43,13.01,94.83,206.85,12.16,26.05,19.1,15.47,18.15,132.335,,,,,,,,,,,,,355.43,347.21,827.16,0.0085,0.138,0.472,0.39,0.128,no,Drilled,32.43363639,2.09786955,12,3768.555556,592.0411419,12
254,10,12,AL,11/16/12,3/28/13,132,0,34,8a,1.8,13.02,7.41,9.2,470.62,410.9,2.06,14.12,8.09,16.06,90.15,72.195,,,,,,,,,,,,,,,,,,,214.745,169.49,483.1,0.0085,0.138,0.472,0.39,0.128,no,Drilled,16.30163861,0.599436402,12,2451.777778,478.1467873,12
255,11,13,AL,11/19/05,4/20/06,152,101,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,40,,1,5680,,1
256,11,13,AL,11/19/05,4/20/06,152,0,101,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,35.975,,1,4060,,1
257,11,13,AL,11/19/05,4/20/06,152,115,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.4,,1,5975,,1
258,11,13,AL,11/19/05,4/20/06,152,0,110,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,39.6,,1,4055,,1
259,11,13,AL,11/19/05,4/20/06,152,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,47.7,,1,4370,,1
260,11,13,AL,11/19/05,4/20/06,152,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,48.425,,1,4355,,1
261,11,13,AL,11/19/05,4/20/06,152,38,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,53.5,,1,5155,,1
262,11,13,AL,11/19/05,4/20/06,152,0,37,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,43.525,,1,3765,,1
263,11,13,AL,11/19/05,4/20/06,152,67,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.85,,1,6270,,1
264,11,13,AL,11/19/05,4/20/06,152,0,67,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,41.725,,1,4555,,1
265,11,13,AL,11/19/05,4/20/06,152,76,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,60,,1,5825,,1
266,11,13,AL,11/19/05,4/20/06,152,0,73,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.675,,1,3585,,1
267,11,13,AL,11/19/05,4/20/06,152,0,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.65,2.420485488,4,2598.75,290.9288286,4
268,11,13,AL,11/9/06,4/16/07,158,101,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,62.1,,1,8235,,1
269,11,13,AL,11/9/06,4/16/07,158,0,101,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,38.45,,1,5140,,1
270,11,13,AL,11/9/06,4/16/07,158,80,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,53.1,,1,6740,,1
271,11,13,AL,11/9/06,4/16/07,158,0,104,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.225,,1,5865,,1
272,11,13,AL,11/9/06,4/16/07,158,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,66.35,,1,3665,,1
273,11,13,AL,11/9/06,4/16/07,158,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,57.95,,1,3415,,1
274,11,13,AL,11/9/06,4/16/07,158,27,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,55.225,,1,4355,,1
275,11,13,AL,11/9/06,4/16/07,158,0,35,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,51.85,,1,2920,,1
276,11,13,AL,11/9/06,4/16/07,158,67,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,55.6,,1,5670,,1
277,11,13,AL,11/9/06,4/16/07,158,0,67,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,46.6,,1,4650,,1
278,11,13,AL,11/9/06,4/16/07,158,53,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,49.9,,1,4205,,1
279,11,13,AL,11/9/06,4/16/07,158,0,69,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,49.4,,1,3750,,1
280,11,13,AL,11/9/06,4/16/07,158,0,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,45.59375,1.647520233,4,1778.75,233.2157442,4
281,11,13,AL,11/2/07,4/21/08,171,101,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,75.45,,1,9920,,1
282,11,13,AL,11/2/07,4/21/08,171,0,101,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,44.4,,1,7440,,1
283,11,13,AL,11/2/07,4/21/08,171,96,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,61.625,,1,6840,,1
284,11,13,AL,11/2/07,4/21/08,171,0,100,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,53.875,,1,8155,,1
285,11,13,AL,11/2/07,4/21/08,171,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,79.175,,1,4885,,1
286,11,13,AL,11/2/07,4/21/08,171,0,34,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,57.85,,1,7675,,1
287,11,13,AL,11/2/07,4/21/08,171,32,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,69.4,,1,3425,,1
288,11,13,AL,11/2/07,4/21/08,171,0,33,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,67.3,,1,4340,,1
289,11,13,AL,11/2/07,4/21/08,171,67,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,79.775,,1,6600,,1
290,11,13,AL,11/2/07,4/21/08,171,0,67,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,56.55,,1,7060,,1
291,11,13,AL,11/2/07,4/21/08,171,64,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,70.3,,1,4930,,1
292,11,13,AL,11/2/07,4/21/08,171,0,66,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,63.1,,1,4535,,1
293,11,13,AL,11/2/07,4/21/08,171,0,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,0.8595,0.0862,0.0543,0.07,no,Drilled,59.73125,3.971952448,4,2946.25,306.3868742,4
294,12,14,AL,11/14/03,3/31/04,138,0,0,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.64,0.25,0.11,0.14,yes,Drilled,,,0,2726.666667,387.6316981,3
295,12,14,AL,11/17/04,4/21/05,155,0,0,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.64,0.25,0.11,0.14,yes,Drilled,39.82971042,1.594631533,12,2477.083333,503.4583053,12
296,12,14,AL,11/14/05,4/24/06,161,0,0,9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.64,0.25,0.11,0.14,yes,Drilled,65.69818829,4.400866352,12,6482.5,671.7159167,12
297,13,15,AL,11/23/03,3/18/04,116,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,12.25889688,0.332329765,4,801.25,46.97073557,4
298,13,15,AL,11/23/03,4/16/04,145,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,37.28420125,2.99061596,4,5160,426.6341133,4
299,13,15,AL,11/26/04,3/18/05,112,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,15.55487063,1.15143254,4,1080,223.383079,4
300,13,15,AL,11/26/04,4/21/05,146,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,66.42019625,5.143002657,4,7211.25,466.8042952,4
301,13,15,AL,11/17/05,3/22/06,125,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,23.38257375,1.644653201,4,5296.25,551.730233,4
302,13,15,AL,11/17/05,4/21/06,155,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,66.08905188,7.009161252,4,11918.75,719.9927662,4
303,13,15,AL,11/14/06,3/24/07,130,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,17.99756313,1.540957961,4,4555,116.2612002,4
304,13,15,AL,11/14/06,4/12/07,149,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,31.15877812,0.792473421,4,9768.75,292.3575152,4
305,13,15,AL,11/29/07,3/24/08,116,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,21.39841375,0.800265915,4,4175,777.7424595,4
306,13,15,AL,11/29/07,4/25/08,148,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,57.26767125,4.506351018,4,10803.75,866.2310604,4
307,13,15,AL,11/19/08,3/30/09,131,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,23.37638125,2.21029856,4,4180,254.8855953,4
308,13,15,AL,11/19/08,4/24/09,156,34,0,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.5927,0.2507,0.1567,0.1733,no,Drilled,55.08575063,5.648424099,4,8280,1214.54381,4
309,14,4,MD,9/26/19,3/19/20,175,0,0,7b,12.7,22.8,17.75,10.88,95.84,382.64,1.52,11.21,6.37,8.48,386.43,415.305,,,,,,,,,,,,,,,,,,,547.045,101.57,797.935,0.0168,0.5186,0.3642,0.1172,0.155,no,Drilled,,,0,865.6666667,23.08017431,3
310,14,4,MD,9/26/19,4/16/20,203,0,0,7b,12.7,22.8,17.75,10.88,95.84,382.64,1.64,11.34,6.49,8.56,387.3,437.805,6.61,16.5,11.56,15.37,114.11,186.085,,,,,,,,,,,,,547.045,310.165,1006.53,0.0168,0.5186,0.3642,0.1172,0.155,no,Drilled,,,0,1944.888889,133.4173,3
311,14,4,MD,9/26/19,5/5/20,222,0,0,7b,12.7,22.8,17.75,10.88,95.84,382.64,1.64,11.34,6.49,8.56,387.3,437.805,6.19,16.21,11.2,16.09,157.1,244.895,9.7,19.56,14.63,17.65,55.19,92.1,,,,,,,547.045,461.075,1157.44,0.0168,0.5186,0.3642,0.1172,0.155,no,Drilled,,,0,4008.055555,212.1048831,3
312,14,4,MD,11/27/16,3/23/17,116,0,0,7b,0.34,10.07,5.2,8.88,223.35,268.8,,,,,,,,,,,,,,,,,,,,,,,,,17.58,59.3,268.8,0.0862,0.2745,0.4715,0.1707,0.2382,no,Drilled,,,0,5272.8,,1
